date,ratio,region
2024-06-27,3.9003550821127377,고흥·녹동항
2024-06-28,4.387899467376831,고흥·녹동항
2024-06-29,5.141755437194851,고흥·녹동항
2024-06-30,11.701758766089657,고흥·녹동항
2024-07-01,3.5459664891256106,고흥·녹동항
2024-07-02,9.840351753217929,고흥·녹동항
2024-07-03,3.989125610297381,고흥·녹동항
2024-07-04,4.6542110519307585,고흥·녹동항
2024-07-05,8.598951398135819,고흥·녹동항
2024-07-06,33.0670217487794,고흥·녹동항
2024-07-07,4.919829116733244,고흥·녹동항
2024-07-08,4.033510874389703,고흥·녹동항
2024-07-09,2.703339991122947,고흥·녹동항
2024-07-10,3.412810696848646,고흥·녹동항
2024-07-11,4.78667332445628,고흥·녹동항
2024-07-12,7.0031624500665774,고흥·녹동항
2024-07-13,23.53667332445628,고흥·녹동항
2024-07-14,3.19088437638704,고흥·녹동항
2024-07-15,5.584914558366623,고흥·녹동항
2024-07-16,4.34351420328451,고흥·녹동항
2024-07-17,4.521055259653794,고흥·녹동항
2024-07-18,5.274217709720373,고흥·녹동항
2024-07-19,7.136318242343542,고흥·녹동항
2024-07-20,27.6145694629383,고흥·녹동항
2024-07-21,4.742288060363959,고흥·녹동항
2024-07-22,3.989125610297381,고흥·녹동항
2024-07-23,5.274217709720373,고흥·녹동항
2024-07-24,6.25,고흥·녹동항
2024-07-25,5.983688415446071,고흥·녹동항
2024-07-26,8.111407012871725,고흥·녹동항
2024-07-27,34.17526631158455,고흥·녹동항
2024-07-28,6.161229471815357,고흥·녹동항
2024-07-29,6.515618064802485,고흥·녹동항
2024-07-30,5.186140701287172,고흥·녹동항
2024-07-31,7.0031624500665774,고흥·녹동항
2024-08-01,7.845095428317799,고흥·녹동항
2024-08-02,11.923685086551265,고흥·녹동항
2024-08-03,36.21421438082556,고흥·녹동항
2024-08-04,4.875443852640923,고흥·녹동항
2024-08-05,3.9447403462050596,고흥·녹동항
2024-08-06,4.077896138482023,고흥·녹동항
2024-08-07,3.7671992898357742,고흥·녹동항
2024-08-08,5.097370173102529,고흥·녹동항
2024-08-09,8.244562805148691,고흥·녹동항
2024-08-10,30.718070350643583,고흥·녹동항
2024-08-11,4.78667332445628,고흥·녹동항
2024-08-12,3.590351753217931,고흥·녹동항
2024-08-13,6.3380770084332,고흥·녹동항
2024-08-14,9.042110519307588,고흥·녹동항
2024-08-15,7.091932978251221,고흥·녹동항
2024-08-16,12.278073679538393,고흥·녹동항
2024-08-17,42.597370173102526,고흥·녹동항
2024-08-18,6.426847536617843,고흥·녹동항
2024-08-19,5.052984909010208,고흥·녹동항
